image_urls,images,name
https://stat1.bollywoodhungama.in/wp-content/uploads/2016/03/Lara-Dutta-Cute-Photos-6-322x215.jpg,"[{'url': 'https://stat1.bollywoodhungama.in/wp-content/uploads/2016/03/Lara-Dutta-Cute-Photos-6-322x215.jpg', 'path': 'full/c3e4809bd072d5cad977392b72be8b7783cf9b4e.jpg', 'checksum': '26d4f34649cdfc453a711e755fec264a'}]",Lara Dutta
https://stat1.bollywoodhungama.in/wp-content/uploads/2016/03/Farhan-Akhtar-Wallpaper-6-322x215.jpg,"[{'url': 'https://stat1.bollywoodhungama.in/wp-content/uploads/2016/03/Farhan-Akhtar-Wallpaper-6-322x215.jpg', 'path': 'full/8c03ca0e9868b2507c711e640b2d82eebb27204b.jpg', 'checksum': 'e8d002bfa7f4e2b07baee0b340a9eb4e'}]",Farhan Akhtar
https://stat1.bollywoodhungama.in/wp-content/uploads/2016/03/naseeruddin-shah1-322x215.jpg,"[{'url': 'https://stat1.bollywoodhungama.in/wp-content/uploads/2016/03/naseeruddin-shah1-322x215.jpg', 'path': 'full/ecbf6a024f7acebaa03344a948eceb2616020379.jpg', 'checksum': '297b3208787985bcb8eb6e0778e9d465'}]",Naseeruddin Shah
https://stat1.bollywoodhungama.in/wp-content/uploads/2016/04/dishapatni-322x215.jpg,"[{'url': 'https://stat1.bollywoodhungama.in/wp-content/uploads/2016/04/dishapatni-322x215.jpg', 'path': 'full/38bd2078b3c7d9a9563fbf6b40f81d48d51e1cc0.jpg', 'checksum': 'fc76fc30bcbf756c102c981ee93b9d3c'}]",Disha Patani
https://stat1.bollywoodhungama.in/wp-content/uploads/2016/03/amyjack-322x215.jpg,"[{'url': 'https://stat1.bollywoodhungama.in/wp-content/uploads/2016/03/amyjack-322x215.jpg', 'path': 'full/d92ee2babd77e614a29a192c9d7bcfaa3d65deb1.jpg', 'checksum': '6d44999e3e7d20b7414bb339aed58005'}]",Amy Jackson
https://stat2.bollywoodhungama.in/wp-content/uploads/2016/03/91959086-322x215.jpg,"[{'url': 'https://stat2.bollywoodhungama.in/wp-content/uploads/2016/03/91959086-322x215.jpg', 'path': 'full/7825d778bf176bdd10bb0bcb804d556ab4cf2b17.jpg', 'checksum': '3d05c78100b4d8c0dcd34cfacad519ff'}]",Amrita Rao
https://stat1.bollywoodhungama.in/wp-content/uploads/2016/03/R.Madhavan-322x215.jpg,"[{'url': 'https://stat1.bollywoodhungama.in/wp-content/uploads/2016/03/R.Madhavan-322x215.jpg', 'path': 'full/c7dcb98cdc8aef4a818013b6f5f3d5e895fa10e0.jpg', 'checksum': '3ac56d00a5f456908615bbaf8910ed11'}]",R Madhavan
https://stat2.bollywoodhungama.in/wp-content/uploads/2016/03/pooja-hegde-header-322x215.jpg,"[{'url': 'https://stat2.bollywoodhungama.in/wp-content/uploads/2016/03/pooja-hegde-header-322x215.jpg', 'path': 'full/19ff2f0511c0e3260ae287d36178d1631727c24d.jpg', 'checksum': 'dc115fb2f646f6e1c65796a9aa97f415'}]",Pooja Hegde
https://stat2.bollywoodhungama.in/wp-content/uploads/2016/02/BoZcqmZCYAAOv2E.jpg-large-322x215.jpg,"[{'url': 'https://stat2.bollywoodhungama.in/wp-content/uploads/2016/02/BoZcqmZCYAAOv2E.jpg-large-322x215.jpg', 'path': 'full/a306fe116ed38d82cf9373aec6f342a5b928d1f1.jpg', 'checksum': '2a337b5fc38baf94845d1c2bbc4b4134'}]",Aishwarya Rai Bachchan
https://stat2.bollywoodhungama.in/wp-content/uploads/2016/03/huma-qureshi-322x215.jpg,"[{'url': 'https://stat2.bollywoodhungama.in/wp-content/uploads/2016/03/huma-qureshi-322x215.jpg', 'path': 'full/3605fe35dad768b35233409d918c00c9c86f0b84.jpg', 'checksum': 'ae7f3ca992387c2f72bc45cf2dd17241'}]",Huma Qureshi
https://media2.bollywoodhungama.in/wp-content/uploads/2016/03/50377368.jpg,"[{'url': 'https://media2.bollywoodhungama.in/wp-content/uploads/2016/03/50377368.jpg', 'path': 'full/b89ef666de992ecb4be3ec13b5a3c1db71b60123.jpg', 'checksum': '7a32d83699812e17ba745dd4a103373c'}]",Diljit Dosanjh
https://stat1.bollywoodhungama.in/wp-content/uploads/2016/03/richa-chadda2-322x215.jpg,"[{'url': 'https://stat1.bollywoodhungama.in/wp-content/uploads/2016/03/richa-chadda2-322x215.jpg', 'path': 'full/cbd1bf838874ca4f8f84ae3c68038decabc21d23.jpg', 'checksum': 'bf71be1f2fab786af3949cbff28159f7'}]",Richa Chadda
https://media2.bollywoodhungama.in/wp-content/uploads/2016/03/Paresh-Rawal-Header-322x215.jpg,"[{'url': 'https://media2.bollywoodhungama.in/wp-content/uploads/2016/03/Paresh-Rawal-Header-322x215.jpg', 'path': 'full/a72aaee560dec1dda34c56871dc537ad11dcc14d.jpg', 'checksum': '5dce06e0395f30f345c1de2106c3dc47'}]",Paresh Rawal
https://media2.bollywoodhungama.in/wp-content/uploads/2017/02/Ameesha-Patel-88-322x215.jpg,"[{'url': 'https://media2.bollywoodhungama.in/wp-content/uploads/2017/02/Ameesha-Patel-88-322x215.jpg', 'path': 'full/6f0d6c06513cb562bf647f9bec34d86b01833f63.jpg', 'checksum': '150537b4a9b2e963c39f18be5e6c8371'}]",Ameesha Patel
https://media2.bollywoodhungama.in/wp-content/uploads/2016/03/Aditya_Roy-Kapur-322x215.jpg,"[{'url': 'https://media2.bollywoodhungama.in/wp-content/uploads/2016/03/Aditya_Roy-Kapur-322x215.jpg', 'path': 'full/c5a498705330d81496abd6500f1d5c16df4df9aa.jpg', 'checksum': 'a4634134c2c10fef62ba3a74da866940'}]",Aditya Roy Kapur
https://media2.bollywoodhungama.in/wp-content/uploads/2016/03/RR4-322x215.jpg,"[{'url': 'https://media2.bollywoodhungama.in/wp-content/uploads/2016/03/RR4-322x215.jpg', 'path': 'full/78c6f4593913bfd1d6eba4c9b7e6d241841e3372.jpg', 'checksum': '307ad3b7d6be94bde3d8c93f5d23fb99'}]",Rajkummar Rao
https://media2.bollywoodhungama.in/wp-content/uploads/2016/03/Anushka-Shetty-322x215.jpg,"[{'url': 'https://media2.bollywoodhungama.in/wp-content/uploads/2016/03/Anushka-Shetty-322x215.jpg', 'path': 'full/dbf130be351f512f8511f4fb7a5a1d1890a35f9f.jpg', 'checksum': '5891ce7fd4fcfbdd3a986bbb7cb8f95c'}]",Anushka Shetty
https://stat2.bollywoodhungama.in/wp-content/uploads/2016/03/aftab001-322x215.jpg,"[{'url': 'https://stat2.bollywoodhungama.in/wp-content/uploads/2016/03/aftab001-322x215.jpg', 'path': 'full/905dbdb79c261c1b7d05e8a90a449ac7888a7687.jpg', 'checksum': 'd3c457e70761a42cb071dfa1041d271c'}]",Aftab Shivdasani
https://media2.bollywoodhungama.in/wp-content/uploads/2016/03/arundha-322x215.jpg,"[{'url': 'https://media2.bollywoodhungama.in/wp-content/uploads/2016/03/arundha-322x215.jpg', 'path': 'full/2ad512a3219c8a3ab8a622d5952aa865f2d651a0.jpg', 'checksum': 'ae2d6f98824689dcc75ef8c470b5ace8'}]",Varun Dhawan
https://stat1.bollywoodhungama.in/wp-content/uploads/2016/03/91959148-322x215.jpg,"[{'url': 'https://stat1.bollywoodhungama.in/wp-content/uploads/2016/03/91959148-322x215.jpg', 'path': 'full/41d761c2a710bcbcf6dc35dc694b08c21e0f0bd0.jpg', 'checksum': 'fe8625c7744dbe6df7e890fb64c49826'}]",Shilpa Shetty
https://media2.bollywoodhungama.in/wp-content/uploads/2016/03/91959289-322x215.jpg,"[{'url': 'https://media2.bollywoodhungama.in/wp-content/uploads/2016/03/91959289-322x215.jpg', 'path': 'full/8860266e77a781382f3747dcd6ed75f1fbea50dc.jpg', 'checksum': 'f4bad775c53d3e3281100776d22bffa6'}]",Vivek Oberoi
https://stat2.bollywoodhungama.in/wp-content/uploads/2016/03/13c4fd518a610ee26ad85e8bfb61c370-322x215.jpg,"[{'url': 'https://stat2.bollywoodhungama.in/wp-content/uploads/2016/03/13c4fd518a610ee26ad85e8bfb61c370-322x215.jpg', 'path': 'full/1c343cad0349ff847232f5b3ea610cf228e1791d.jpg', 'checksum': 'e85e8c9cc5b133600c93b1e4e005610c'}]",Kriti Kharbanda
https://media2.bollywoodhungama.in/wp-content/uploads/2016/03/radhika-apte-3a-322x215.jpg,"[{'url': 'https://media2.bollywoodhungama.in/wp-content/uploads/2016/03/radhika-apte-3a-322x215.jpg', 'path': 'full/2b98e8da2292ac8d13ca5fbe0e2d9b64bf8ba936.jpg', 'checksum': 'bcf8f3d752b6560a42f7a9f759ee817d'}]",Radhika Apte
https://stat2.bollywoodhungama.in/wp-content/uploads/2016/03/421267166-322x215.jpg,"[{'url': 'https://stat2.bollywoodhungama.in/wp-content/uploads/2016/03/421267166-322x215.jpg', 'path': 'full/e6a8e9c64e5980ce4943a64f8c8ae850580c2247.jpg', 'checksum': '95f7a73c149c2d0a0c17fdc39b51718c'}]",Prachi Desai
https://media2.bollywoodhungama.in/wp-content/uploads/2016/03/CV-MKHAN80984490480-322x215.jpg,"[{'url': 'https://media2.bollywoodhungama.in/wp-content/uploads/2016/03/CV-MKHAN80984490480-322x215.jpg', 'path': 'full/5eb0e1e29f00f7b31cf53d65bc5db572d9863027.jpg', 'checksum': '4e01f72d15ac6b887a36db80203e6cd5'}]",Juhi Chawla
https://stat1.bollywoodhungama.in/wp-content/uploads/2020/02/Sushmita-Sen’s-comeback-to-release-on-March-29-on-Disney-Hotstar-322x215.jpg,"[{'url': 'https://stat1.bollywoodhungama.in/wp-content/uploads/2020/02/Sushmita-Sen%E2%80%99s-comeback-to-release-on-March-29-on-Disney-Hotstar-322x215.jpg', 'path': 'full/d30a370b68f25be0c2fd62b215178cd5260adf76.jpg', 'checksum': 'ce7be4b634e54cb70f88b683c42ee96e'}]",Sushmita Sen
https://stat2.bollywoodhungama.in/wp-content/uploads/2017/11/“Why-was-I-not-shown-Aksar-2-after-repeatedly-requesting-them-for-the-same”-–-Zareen-Khan-asks-producers1-322x215.jpg,"[{'url': 'https://stat2.bollywoodhungama.in/wp-content/uploads/2017/11/%E2%80%9CWhy-was-I-not-shown-Aksar-2-after-repeatedly-requesting-them-for-the-same%E2%80%9D-%E2%80%93-Zareen-Khan-asks-producers1-322x215.jpg', 'path': 'full/f8012f50d5b2a43607c59e20dc9040cffb420dd6.jpg', 'checksum': 'd374d5f6edd1acbe205d87cc7915af7f'}]",Zareen Khan
